CodeSection,fips,total,black_percent,hispanic_percent,Black (Non-Hispanic),White (Non-Hispanic),Hispanic,American Indian or Alaskan Native,Asian or Pacific Islander,MISSING,Other
29-34,711,18,72.22,0,13,5,0,0,0,0,0
29-33,711,4,25,0,1,3,0,0,0,0,0
29-30,701,9,77.78,0,7,2,0,0,0,0,0
29-3(D),711,1,100,0,1,0,0,0,0,0,0
29-3(B),710,2,100,0,2,0,0,0,0,0,0
29-3,650,30,50,0,15,15,0,0,0,0,0
29-28,711,13,61.54,0,8,5,0,0,0,0,0
29-27 (C),711,1,100,0,1,0,0,0,0,0,0
29-27,701,2,0,50,0,1,1,0,0,0,0
29-26.1,711,1,100,0,1,0,0,0,0,0,0
29-26,711,8,87.5,0,7,1,0,0,0,0,0
29-25,711,1,100,0,1,0,0,0,0,0,0
29-24 (F),711,1,100,0,1,0,0,0,0,0,0
29-24,711,55,67.27,1.82,37,17,1,0,0,0,0
29-231.9,57,1,0,0,0,1,0,0,0,0,0
29-231.22,57,1,100,0,1,0,0,0,0,0,0
29-23.1,711,91,68.13,1.1,62,28,1,0,0,0,0
29-23,711,37,89.19,0,33,4,0,0,0,0,0
29-22.1,810,1,0,0,0,1,0,0,0,0,0
29-22,711,23,65.22,4.35,15,7,1,0,0,0,0
29-213.9,57,6,50,0,3,3,0,0,0,0,0
29-213.22,57,3,33.33,0,1,2,0,0,0,0,0
29-20(B),711,1,100,0,1,0,0,0,0,0,0
29-20 (B),711,2,100,0,2,0,0,0,0,0,0
29-20,711,2,0,0,0,2,0,0,0,0,0
29-2,711,94,58.51,1.06,55,36,1,1,0,0,1
29-194,167,2,0,0,0,2,0,0,0,0,0
29-19,680,5,40,0,2,3,0,0,0,0,0
29-183,167,1,0,0,0,1,0,0,0,0,0
29-18(C),710,1,100,0,1,0,0,0,0,0,0
29-18,711,208,77.88,0.48,162,43,1,0,1,0,1
29-17C),710,1,100,0,1,0,0,0,0,0,0
29-17C,711,30,73.33,6.67,22,5,2,0,0,0,1
29-179A),711,1,100,0,1,0,0,0,0,0,0
29-176,710,1,100,0,1,0,0,0,0,0,0
29-17(C0,711,1,100,0,1,0,0,0,0,0,0
29-17(C),711,2899,82.41,0.66,2389,475,19,3,4,0,9
29-17(B),711,36,75,0,27,9,0,0,0,0,0
29-17(A0,711,1,100,0,1,0,0,0,0,0,0
29-17(A),711,1941,63.52,0,1233,687,0,1,9,0,11
29-17(1),711,1,0,0,0,1,0,0,0,0,0
29-17 CC,711,1,100,0,1,0,0,0,0,0,0
29-17 C,710,41,82.93,0,34,7,0,0,0,0,0
29-17 9C),711,2,100,0,2,0,0,0,0,0,0
29-17 (L),711,1,100,0,1,0,0,0,0,0,0
29-17 (C0,711,2,100,0,2,0,0,0,0,0,0
29-17 (C),711,1844,80.8,0.65,1490,336,12,0,1,1,4
29-17 (B),711,7,71.43,0,5,2,0,0,0,0,0
29-17 (A),711,93,67.74,0,63,29,0,0,1,0,0
29-17,711,12781,62.85,0.08,8033,4585,10,6,40,0,107
29-16(C),711,1,100,0,1,0,0,0,0,0,0
29-16.9,711,1,0,0,0,1,0,0,0,0,0
29-16.6,711,1,0,0,0,1,0,0,0,0,0
29-16.2,711,2,50,0,1,1,0,0,0,0,0
29-16.1 CC,710,1,100,0,1,0,0,0,0,0,0
29-16.1,711,1621,70.02,1.23,1135,448,20,1,11,0,6
29-16 (C),710,2,50,0,1,1,0,0,0,0,0
29-16,711,56,83.93,1.79,47,8,1,0,0,0,0
29-159,610,1,0,0,0,1,0,0,0,0,0
29-1505.1,147,1,0,0,0,1,0,0,0,0,0
29-15-100.1,59,1,0,0,0,1,0,0,0,0,0
29-148,711,1,0,0,0,1,0,0,0,0,0
29-14,711,4,0,0,0,0,0,0,0,0,4
29-13,711,5,60,0,3,0,0,0,2,0,0
29-12(CC),710,1,0,0,0,1,0,0,0,0,0
29-12(B),711,9,100,0,9,0,0,0,0,0,0
29-12(A),711,5,100,0,5,0,0,0,0,0,0
29-12 B,711,1,100,0,1,0,0,0,0,0,0
29-12 (B),711,2,0,0,0,2,0,0,0,0,0
29-12 (A),711,3,100,0,3,0,0,0,0,0,0
29-12,711,407,63.39,0.74,258,127,3,0,8,0,11
29-11,711,19,68.42,5.26,13,5,1,0,0,0,0
29-10(C),711,9,55.56,22.22,5,2,2,0,0,0,0
29-10(A),711,12,100,0,12,0,0,0,0,0,0
29-10(5),711,10,80,0,8,2,0,0,0,0,0
29-10(4)CC,711,1,0,0,0,1,0,0,0,0,0
29-10(4),711,10,80,0,8,2,0,0,0,0,0
29-10(3),711,18,72.22,0,13,5,0,0,0,0,0
29-10(1),711,118,72.88,0,86,31,0,0,0,0,1
29-10.1,711,2,50,0,1,1,0,0,0,0,0
29-10-A,131,3,100,0,3,0,0,0,0,0,0
29-10 CC,711,1,0,0,0,1,0,0,0,0,0
29-10 (C),711,3,100,0,3,0,0,0,0,0,0
29-10 (A),711,1,100,0,1,0,0,0,0,0,0
29-10 (7),711,5,100,0,5,0,0,0,0,0,0
29-10 (5),711,89,71.91,1.12,64,23,1,0,0,0,1
29-10 (4),711,67,65.67,0,44,22,0,0,0,0,1
29-10 (3),711,44,81.82,0,36,8,0,0,0,0,0
29-10 (2),711,18,72.22,0,13,5,0,0,0,0,0
29-10 (1),711,941,72.58,0,683,247,0,0,4,0,7
29-10,711,1033,78.8,1.74,814,191,18,1,4,0,5
29-1/29-5,711,1,100,0,1,0,0,0,0,0,0
29-1.735.2,177,2,0,0,0,2,0,0,0,0,0
29-1.523,31,1,0,0,0,1,0,0,0,0,0
29-1.521(10),11,1,0,0,0,1,0,0,0,0,0
29-1.335,147,1,0,0,0,1,0,0,0,0,0
29-1-735.2,810,5,0,0,0,5,0,0,0,0,0
29-1-702 (A),711,1,0,0,0,1,0,0,0,0,0
29-1-550,173,2,0,0,0,2,0,0,0,0,0
29-1-521 A.11,701,1,0,0,0,1,0,0,0,0,0
29-1-505,27,1,0,0,0,1,0,0,0,0,0
29-1-335,121,1,0,0,0,1,0,0,0,0,0
29-1-307,11,1,100,0,1,0,0,0,0,0,0
29-1,711,16,81.25,6.25,13,2,1,0,0,0,0
29-.1-735,711,1,0,0,0,1,0,0,0,0,0
29--16.1,711,1,0,0,0,1,0,0,0,0,0
286-524.54,570,1,0,0,0,1,0,0,0,0,0
286-524.52,570,1,0,0,0,1,0,0,0,0,0
286-524.48,570,2,0,0,0,2,0,0,0,0,0
286-518.05,570,1,0,0,0,1,0,0,0,0,0
282-302.1,810,1,0,0,0,1,0,0,0,0,0
282-228.1,1,1,0,0,0,1,0,0,0,0,0
280-30,701,2,50,0,1,0,0,0,1,0,0
280-3,570,4,75,0,3,1,0,0,0,0,0
280-10,650,1,100,0,1,0,0,0,0,0,0
28.8-302.1,810,2,0,0,0,2,0,0,0,0,0
28.7-712,1,1,0,0,0,1,0,0,0,0,0
28.5-523,700,1,0,0,0,1,0,0,0,0,0
28.5-510,93,1,0,0,0,1,0,0,0,0,0
28.5-3,810,1,0,0,0,1,0,0,0,0,0
28.302.1,740,2,50,0,1,1,0,0,0,0,0
28.3-708,830,1,0,100,0,0,1,0,0,0,0
28.3-302.1,550,2,0,50,0,1,1,0,0,0,0
28.2302.1,810,3,0,0,0,3,0,0,0,0,0
28.20302.1,199,1,100,0,1,0,0,0,0,0,0
28.203.2.1,1,1,0,0,0,1,0,0,0,0,0
28.2.302.1,810,4,25,0,1,3,0,0,0,0,0
28.2-J02.1,711,1,100,0,1,0,0,0,0,0,0
28.2-905,701,33,9.09,3.03,3,26,1,0,3,0,0
28.2-903.1,36,17,0,5.88,0,16,1,0,0,0,0
28.2-903,810,11,9.09,0,1,6,0,0,4,0,0
28.2-821,181,14,7.14,0,1,10,0,0,0,0,3
28.2-819,800,1,0,0,0,1,0,0,0,0,0
28.2-817,701,1,0,0,0,1,0,0,0,0,0
28.2-816,701,5,0,0,0,5,0,0,0,0,0
28.2-810(A),115,5,0,20,0,4,1,0,0,0,0
28.2-810,701,89,4.49,0,4,69,0,0,14,1,1
28.2-768,830,1,0,100,0,0,1,0,0,0,0
28.2-735,1,1,0,0,0,1,0,0,0,0,0
28.2-712,119,53,1.89,0,1,50,0,0,1,0,1
28.2-711,93,2,50,0,1,1,0,0,0,0,0
28.2-710,711,32,0,0,0,28,0,0,2,0,2
28.2-709,1,1,0,0,0,1,0,0,0,0,0
28.2-708A,1,5,0,0,0,5,0,0,0,0,0
28.2-708(A),1,2,0,0,0,1,0,0,0,0,1
28.2-708-A,1,1,0,0,0,1,0,0,0,0,0
28.2-708 (A),1,1,0,0,0,1,0,0,0,0,0
28.2-708,199,240,14.58,28.33,35,108,68,0,6,1,22
28.2-706C4,1,1,0,0,0,1,0,0,0,0,0
28.2-706.4,1,3,0,0,0,3,0,0,0,0,0
28.2-706-4,1,1,0,0,0,1,0,0,0,0,0
28.2-706,1,1,0,0,0,1,0,0,0,0,0
28.2-705A3,1,1,0,0,0,1,0,0,0,0,0
28.2-705A.3,1,2,0,0,0,2,0,0,0,0,0
28.2-705-A.3,1,2,0,0,0,2,0,0,0,0,0
28.2-705,1,8,0,12.5,0,7,1,0,0,0,0
28.2-703,1,1,0,0,0,1,0,0,0,0,0
28.2-702A,1,1,0,0,0,1,0,0,0,0,0
28.2-702-A3,1,2,0,0,0,2,0,0,0,0,0
28.2-702-A.6,1,1,0,0,0,1,0,0,0,0,0
28.2-702-A.3,131,1,0,0,0,1,0,0,0,0,0
28.2-702-A.2,1,1,0,0,0,1,0,0,0,0,0
28.2-702-A.1,1,1,0,0,0,1,0,0,0,0,0
28.2-702 11,1,1,0,0,0,1,0,0,0,0,0
28.2-702,1,19,0,0,0,19,0,0,0,0,0
28.2-701,1,1,0,0,0,1,0,0,0,0,0
28.2-635,1,2,0,0,0,2,0,0,0,0,0
28.2-634,1,4,0,0,0,4,0,0,0,0,0
28.2-570,1,4,0,0,0,4,0,0,0,0,0
28.2-561,93,1,0,0,0,1,0,0,0,0,0
28.2-560,93,6,0,0,0,6,0,0,0,0,0
28.2-546(A),199,1,100,0,1,0,0,0,0,0,0
28.2-546,199,4,0,0,0,4,0,0,0,0,0
28.2-544,1,2,0,0,0,2,0,0,0,0,0
28.2-543,1,2,0,0,0,2,0,0,0,0,0
28.2-541/28.2-5,701,2,100,0,2,0,0,0,0,0,0
28.2-541,701,6,0,0,0,6,0,0,0,0,0
28.2-54.1,701,1,0,0,0,1,0,0,0,0,0
28.2-539,1,2,0,0,0,2,0,0,0,0,0
28.2-538,1,8,25,0,2,6,0,0,0,0,0
28.2-537,701,1,0,0,0,1,0,0,0,0,0
28.2-535,701,6,0,0,0,6,0,0,0,0,0
28.2-534,115,2,0,0,0,2,0,0,0,0,0
28.2-531,131,1,0,0,0,1,0,0,0,0,0
28.2-530A,701,1,0,0,0,1,0,0,0,0,0
28.2-530(A),701,1,0,0,0,1,0,0,0,0,0
28.2-530 (A),701,1,0,0,0,1,0,0,0,0,0
28.2-530,701,22,18.18,0,4,18,0,0,0,0,0
28.2-528,701,1,0,0,0,1,0,0,0,0,0
28.2-527,701,125,2.4,0,3,122,0,0,0,0,0
28.2-526(A),73,1,0,0,0,1,0,0,0,0,0
28.2-526,73,29,3.45,0,1,28,0,0,0,0,0
28.2-524,740,1,0,0,0,1,0,0,0,0,0
28.2-523,119,39,2.56,0,1,38,0,0,0,0,0
28.2-520,131,1,0,0,0,1,0,0,0,0,0
28.2-519,131,5,0,0,0,5,0,0,0,0,0
28.2-518,701,19,0,0,0,19,0,0,0,0,0
28.2-517,199,15,6.67,0,1,14,0,0,0,0,0
28.2-516,119,53,1.89,0,1,52,0,0,0,0,0
28.2-515,701,14,0,0,0,14,0,0,0,0,0
28.2-514,199,1,0,0,0,1,0,0,0,0,0
28.2-513,93,8,0,0,0,8,0,0,0,0,0
28.2-512,73,2,0,0,0,2,0,0,0,0,0
28.2-511,1,3,0,0,0,3,0,0,0,0,0
28.2-510,701,54,3.7,0,2,52,0,0,0,0,0
28.2-506,119,64,0,4.69,0,59,3,0,1,1,0
28.2-504,199,23,0,0,0,23,0,0,0,0,0
28.2-503,73,1,0,0,0,1,0,0,0,0,0
28.2-502(1),1,2,0,0,0,2,0,0,0,0,0
28.2-502,199,8,0,0,0,8,0,0,0,0,0
28.2-501,701,9,0,0,0,9,0,0,0,0,0
28.2-403.3(9),67,1,0,0,0,1,0,0,0,0,0
28.2-337.1,57,1,0,100,0,0,1,0,0,0,0
28.2-335,730,6,66.67,16.67,4,1,1,0,0,0,0
28.2-334,701,1,0,0,0,0,0,0,1,0,0
28.2-322.1,650,1,100,0,1,0,0,0,0,0,0
28.2-32.1,810,1,0,0,0,1,0,0,0,0,0
28.2-311,36,2,0,0,0,2,0,0,0,0,0
28.2-310,131,1,0,0,0,1,0,0,0,0,0
28.2-30R.1,115,1,0,100,0,0,1,0,0,0,0
28.2-309(C),810,1,0,0,0,1,0,0,0,0,0
28.2-309(A),550,3,0,0,0,1,0,0,2,0,0
28.2-309,57,13,7.69,0,1,12,0,0,0,0,0
28.2-308.2,710,3,33.33,33.33,1,1,1,0,0,0,0
28.2-308,711,1,100,0,1,0,0,0,0,0,0
28.2-307.1,701,1,100,0,1,0,0,0,0,0,0
28.2-307,131,7,14.29,0,1,6,0,0,0,0,0
28.2-306.1,93,1,100,0,1,0,0,0,0,0,0
28.2-305.2,710,1,0,100,0,0,1,0,0,0,0
28.2-305.1,810,1,0,0,0,1,0,0,0,0,0
28.2-305,810,2,0,0,0,2,0,0,0,0,0
28.2-303.1,115,1,0,0,0,0,0,0,0,0,1
28.2-303,1,2,0,0,0,2,0,0,0,0,0
28.2-3021,810,6,33.33,33.33,2,1,2,0,0,0,1
28.2-302(B),650,1,0,0,0,1,0,0,0,0,0
28.2-302(1),810,1,0,0,0,1,0,0,0,0,0
28.2-302.L,810,1,0,0,0,1,0,0,0,0,0
28.2-302.8,131,1,0,0,0,1,0,0,0,0,0
28.2-302.7,159,1,0,0,0,0,0,0,1,0,0
28.2-302.2,131,3,100,0,3,0,0,0,0,0,0
28.2-302.1.1,810,2,0,0,0,2,0,0,0,0,0
28.2-302.1,810,3581,35.13,12.15,1258,1694,435,0,66,18,110
28.2-302.0,810,1,100,0,1,0,0,0,0,0,0
28.2-302..1,1,1,0,0,0,1,0,0,0,0,0
28.2-302:1,701,3,100,0,3,0,0,0,0,0,0
28.2-302-1,810,13,38.46,7.69,5,7,1,0,0,0,0
28.2-302 (B),810,1,0,0,0,1,0,0,0,0,0
28.2-302,810,73,28.77,10.96,21,38,8,0,2,0,4
28.2-301.2,701,10,60,0,6,3,0,0,0,0,1
28.2-301.1,1,29,51.72,3.45,15,12,1,0,1,0,0
28.2-301,1,14,7.14,14.29,1,10,2,0,0,0,1
28.2-300,1,3,0,0,0,3,0,0,0,0,0
28.2-255,133,8,50,0,4,4,0,0,0,0,0
28.2-253,700,3,0,0,0,3,0,0,0,0,0
28.2-248(C),159,1,100,0,1,0,0,0,0,0,0
28.2-244,711,17,0,0,0,5,0,0,12,0,0
28.2-242,193,2,100,0,2,0,0,0,0,0,0
28.2-241(A),1,1,0,0,0,1,0,0,0,0,0
28.2-241-A,1,2,0,0,0,2,0,0,0,0,0
28.2-241 C,133,2,100,0,2,0,0,0,0,0,0
28.2-241,73,48,2.08,0,1,45,0,0,2,0,0
28.2-237,179,7,0,0,0,7,0,0,0,0,0
28.2-235,199,3,0,0,0,3,0,0,0,0,0
28.2-234Q1,810,1,0,0,0,1,0,0,0,0,0
28.2-234(2),93,1,100,0,1,0,0,0,0,0,0
28.2-234.3,810,1,0,0,0,1,0,0,0,0,0
28.2-234,711,40,12.5,0,5,25,0,0,10,0,0
28.2-233,179,2,0,0,0,2,0,0,0,0,0
28.2-231,740,39,28.21,0,11,27,0,0,1,0,0
28.2-230,131,1,0,0,0,1,0,0,0,0,0
28.2-228(A),701,1,0,0,0,0,0,0,1,0,0
28.2-228.1,1,8,0,0,0,8,0,0,0,0,0
28.2-228,131,37,18.92,5.41,7,19,2,0,9,0,0
28.2-226(2),103,1,0,0,0,1,0,0,0,0,0
28.2-226.1,1,2,0,0,0,2,0,0,0,0,0
28.2-226,193,1,0,0,0,1,0,0,0,0,0
28.2-225,1,273,17.58,19.41,48,158,53,0,6,1,7
28.2-210,701,3,33.33,0,1,2,0,0,0,0,0
28.2-205,115,3,0,66.67,0,1,2,0,0,0,0
28.2-203.1,701,1,0,100,0,0,1,0,0,0,0
28.2-202.1,1,2,0,0,0,2,0,0,0,0,0
28.2-2014VAC20-,710,1,0,0,0,1,0,0,0,0,0
28.2-2014VAC20,710,1,0,0,0,1,0,0,0,0,0
28.2-201.1,1,1,0,0,0,1,0,0,0,0,0
28.2-201,199,1621,19.68,9.44,319,1014,153,0,66,2,67
28.2-2,119,1,0,0,0,1,0,0,0,0,0
28.2-132,650,5,40,0,2,2,0,0,1,0,0
28.2-1210,73,40,5,0,2,38,0,0,0,0,0
28.2-1209,199,3,0,0,0,3,0,0,0,0,0
28.2-1203,97,8,12.5,0,1,7,0,0,0,0,0
28.2-12.1,701,1,0,0,0,1,0,0,0,0,0
28.2-108,710,1,0,0,0,1,0,0,0,0,0
28.2-102.1,570,1,100,0,1,0,0,0,0,0,0
28.2-1001,181,6,0,16.67,0,3,1,0,2,0,0
28.2-1-2-1(A),59,1,0,0,0,0,0,0,1,0,0
28.2-1-1,59,1,0,0,0,0,0,0,1,0,0
28.2-0302.1,711,1,100,0,1,0,0,0,0,0,0
28.12.1,701,18,55.56,0,10,8,0,0,0,0,0
28.12-1,701,5,80,0,4,1,0,0,0,0,0
28.1-818,761,1,0,0,0,1,0,0,0,0,0
28.1-735C,73,2,0,0,0,2,0,0,0,0,0
28.1-735(C),115,1,0,0,0,1,0,0,0,0,0
28.1-735,1,4,25,0,1,3,0,0,0,0,0
28.1-530.1,119,1,0,0,0,1,0,0,0,0,0
28.1-521,115,1,0,0,0,1,0,0,0,0,0
28.1-501,199,1,0,0,0,1,0,0,0,0,0
28.1-5-2,59,1,0,0,0,1,0,0,0,0,0
28.1-46(B),59,1,0,0,0,1,0,0,0,0,0
28.1-4-7,59,2,50,0,1,1,0,0,0,0,0
28.1-4-6(C),59,5,0,0,0,3,0,0,2,0,0
28.1-4-6(B),59,14,7.14,0,1,7,0,0,6,0,0
28.1-4-6(A),59,17,0,0,0,6,0,0,11,0,0
28.1-4-6:3,59,1,0,0,0,0,0,0,1,0,0
28.1-4-6 (A),59,1,0,0,0,1,0,0,0,0,0
28.1-4-6,59,63,4.76,0,3,18,0,0,42,0,0
28.1-4-4,59,1,0,0,0,0,0,0,1,0,0
28.1-335,770,4,0,0,0,4,0,0,0,0,0
28.1-311,127,2,0,0,0,2,0,0,0,0,0
28.1-302.1,73,14,50,0,7,7,0,0,0,0,0
28.1-3-6,59,6,0,0,0,1,0,0,5,0,0
28.1-3-1,59,46,0,0,0,15,0,0,31,0,0
28.1-241,73,1,0,0,0,1,0,0,0,0,0
28.1-201,830,9,22.22,0,2,7,0,0,0,0,0
28.1-2(A),59,1,0,0,0,0,0,0,1,0,0
28.1-2-7,59,15,0,0,0,4,0,0,11,0,0
28.1-2-1B,59,2,0,0,0,0,0,0,2,0,0
28.1-2-1A,59,7,0,0,0,1,0,0,6,0,0
28.1-2-1(B),59,30,0,0,0,9,0,0,21,0,0
28.1-2-1(A),59,48,0,0,0,11,0,0,37,0,0
28.1-2-1 B,59,1,0,0,0,0,0,0,1,0,0
28.1-2-1 A,59,1,0,0,0,0,0,0,1,0,0
28.1-2-1 (B),59,3,0,0,0,1,0,0,2,0,0
28.1-2-1 (A),59,2,0,0,0,1,0,0,1,0,0
28.1-2-1,59,257,1.56,0,4,55,0,0,198,0,0
28.1-2,59,1,0,0,0,1,0,0,0,0,0
28.1-1-2-1(A),59,1,0,0,0,0,0,0,1,0,0
28.1-1-1,59,1,0,0,0,0,0,0,1,0,0
28.0-810,701,1,0,0,0,1,0,0,0,0,0
28.-302.1,700,2,100,0,2,0,0,0,0,0,0
28.-30,701,1,100,0,1,0,0,0,0,0,0
28.-12.1,701,1,0,0,0,1,0,0,0,0,0
28-93,610,51,19.61,3.92,10,39,2,0,0,0,0
28-92,610,1,0,0,0,1,0,0,0,0,0
28-9,701,2425,73.32,0.08,1778,617,2,1,21,2,4
28-81,610,7,14.29,0,1,6,0,0,0,0,0
28-8,701,215,36.28,0,78,137,0,0,0,0,0
28-77,610,17,29.41,5.88,5,10,1,0,1,0,0
28-74,610,1,0,0,0,1,0,0,0,0,0
28-73,610,110,8.18,0,9,46,0,0,55,0,0
28-72,610,27,29.63,0,8,15,0,0,4,0,0
28-708,1,1,0,0,0,1,0,0,0,0,0
28-7.2,680,1,0,0,0,1,0,0,0,0,0
28-7,680,43,65.12,0,28,15,0,0,0,0,0
28-6,701,15,26.67,0,4,11,0,0,0,0,0
28-59,610,1,0,0,0,1,0,0,0,0,0
28-52,121,1,0,0,0,1,0,0,0,0,0
28-5(C),840,1,0,0,0,1,0,0,0,0,0
28-5,840,16,18.75,37.5,3,3,6,0,2,0,2
28-48,710,4,75,0,3,1,0,0,0,0,0
28-47,701,1,100,0,1,0,0,0,0,0,0
28-46,610,15,40,0,6,7,0,0,2,0,0
28-45,702,1,100,0,1,0,0,0,0,0,0
28-437,761,3,0,0,0,3,0,0,0,0,0
28-43,701,420,77.14,0.95,324,90,4,0,1,0,1
28-4.1,121,4,50,0,2,1,0,0,0,0,1
28-4,680,110,48.18,0,53,55,0,0,1,0,1
28-39,155,1,0,100,0,0,1,0,0,0,0
28-387,764,2,50,0,1,1,0,0,0,0,0
28-38,107,1,100,0,1,0,0,0,0,0,0
28-37,701,2,50,0,1,1,0,0,0,0,0
28-360,701,1,100,0,1,0,0,0,0,0,0
28-36,701,579,59.76,2.25,346,216,13,0,1,0,3
28-35,701,18,88.89,0,16,2,0,0,0,0,0
28-34,701,6,50,0,3,3,0,0,0,0,0
28-32,701,1,0,0,0,1,0,0,0,0,0
28-31A8D,540,1,0,0,0,1,0,0,0,0,0
28-31(8),540,1,0,0,0,1,0,0,0,0,0
28-31,540,98,21.43,0,21,77,0,0,0,0,0
28-302.1,701,2,0,0,0,2,0,0,0,0,0
28-30,701,3714,79.56,0.13,2955,735,5,0,9,0,10
28-3,680,791,65.74,0.13,520,267,1,0,1,0,2
28-29 (26-8),701,1,100,0,1,0,0,0,0,0,0
28-29,701,1533,73.91,1.76,1133,369,27,0,3,0,1
28-2708,550,1,100,0,1,0,0,0,0,0,0
28-27,701,1104,76.54,0,845,258,0,0,1,0,0
28-26(A),840,1,100,0,1,0,0,0,0,0,0
28-26,701,17,76.47,0,13,4,0,0,0,0,0
28-25,701,16,56.25,6.25,9,6,1,0,0,0,0
28-24,764,4,100,0,4,0,0,0,0,0,0
28-220,19,1,0,0,0,1,0,0,0,0,0
28-22,840,2,0,0,0,2,0,0,0,0,0
28-21A,840,3,0,0,0,3,0,0,0,0,0
28-216,761,1,100,0,1,0,0,0,0,0,0
28-215,701,2,50,0,1,1,0,0,0,0,0
28-21(A),840,1,100,0,1,0,0,0,0,0,0
28-21,840,48,4.17,10.42,2,37,5,0,2,2,0
28-200,610,1,0,0,0,1,0,0,0,0,0
28-2.302.1,810,1,0,0,0,1,0,0,0,0,0
28-2.1,701,1,100,0,1,0,0,0,0,0,0
28-2-530,701,1,100,0,1,0,0,0,0,0,0
28-2-518,700,4,0,0,0,4,0,0,0,0,0
28-2-302.1,701,8,50,0,4,4,0,0,0,0,0
28-2-253,700,1,0,0,0,1,0,0,0,0,0
28-2-201,131,1,0,0,0,1,0,0,0,0,0
28-2,761,8,62.5,12.5,5,2,1,0,0,0,0
28-18,121,1,100,0,1,0,0,0,0,0,0
28-17,701,3,33.33,0,1,2,0,0,0,0,0
28-16,701,1,0,0,0,1,0,0,0,0,0
28-159,610,112,0.89,4.46,1,85,5,0,21,0,0
28-155,610,2,50,0,1,1,0,0,0,0,0
28-152,610,56,17.86,0,10,44,0,0,2,0,0
28-149,610,1,0,0,0,1,0,0,0,0,0
28-148,610,29,3.45,13.79,1,14,4,0,10,0,0
28-147,610,567,10.23,0.18,58,414,1,4,88,0,2
28-13,701,253,77.08,0,195,55,0,0,3,0,0
28-12(B),711,2,100,0,2,0,0,0,0,0,0
28-12.1,701,310,70.97,0,220,88,0,1,0,0,1
28-12-.1,701,1,100,0,1,0,0,0,0,0,0
28-12 (B) (CL),711,1,0,0,0,1,0,0,0,0,0
28-12 (A),711,1,0,0,0,0,0,0,0,1,0
28-12,701,5027,58.17,0.2,2924,2046,10,3,26,2,16
28-118,650,1,100,0,1,0,0,0,0,0,0
28-11.1,810,1,100,0,1,0,0,0,0,0,0
28-11 (CC),711,1,0,0,0,1,0,0,0,0,0
28-11,701,589,77.76,0.34,458,123,2,2,3,0,1
28-100901.8,711,1,100,0,1,0,0,0,0,0,0
28-10,701,210,70.48,1.9,148,55,4,2,0,0,1
28-1-4-6(C),59,1,0,0,0,0,0,0,1,0,0
28-1-2-1,59,2,0,0,0,1,0,0,1,0,0
28-1-2,59,1,0,0,0,1,0,0,0,0,0
28-1,121,11,18.18,9.09,2,8,1,0,0,0,0
28-.2-302.1,701,2,100,0,2,0,0,0,0,0,0
28--12,701,1,0,0,0,1,0,0,0,0,0
279-24(B),570,1,0,0,0,1,0,0,0,0,0
277-12,570,1,0,0,0,1,0,0,0,0,0
275-3D,163,1,100,0,1,0,0,0,0,0,0
275-3,163,8,12.5,12.5,1,6,1,0,0,0,0
275-2,163,2,50,0,1,1,0,0,0,0,0
275-1,163,29,13.79,3.45,4,20,1,0,2,0,2
273-49,570,1,100,0,1,0,0,0,0,0,0
273-46,570,10,50,0,5,5,0,0,0,0,0
273-36,570,1,0,0,0,1,0,0,0,0,0
273-24,570,4,100,0,4,0,0,0,0,0,0
273-2,570,2,50,0,1,1,0,0,0,0,0
273-19,570,8,37.5,0,3,5,0,0,0,0,0
2703.3.1.4,179,1,0,0,0,1,0,0,0,0,0
2703.3.1,510,4,75,0,3,1,0,0,0,0,0
2703.11.3.5,59,1,100,0,1,0,0,0,0,0,0
2701.3.3.3,711,2,50,0,1,1,0,0,0,0,0
270-40,1,1,0,0,0,1,0,0,0,0,0
27/100/301.3,59,1,0,100,0,0,1,0,0,0,0
27/100/1030.2,59,2,0,0,0,0,0,0,2,0,0
27/100-1030.2,59,1,0,0,0,0,0,0,1,0,0
27/100 901.4,59,1,0,0,0,1,0,0,0,0,0
27/100 703.1,59,1,0,0,0,1,0,0,0,0,0
27/100 605.6,59,1,0,0,0,1,0,0,0,0,0
27/100 301.3,59,4,0,0,0,2,0,0,2,0,0
27/100 1030.2,59,1,0,0,0,1,0,0,0,0,0
27/100,59,5,0,0,0,2,0,0,2,0,1
27.82(A),840,1,100,0,1,0,0,0,0,0,0
27.73(D),711,2,50,0,1,1,0,0,0,0,0
27.2-429,711,1,100,0,1,0,0,0,0,0,0
27.15.1,730,1,100,0,1,0,0,0,0,0,0
27.100/503.4,165,1,0,0,0,1,0,0,0,0,0
27.100.1,177,2,0,0,0,2,0,0,0,0,0
27.10.1,701,2,100,0,2,0,0,0,0,0,0
27.1.1,169,33,9.09,0,3,30,0,0,0,0,0
27.1-735.2,73,2,50,0,1,1,0,0,0,0,0
27.1-735,550,1,0,0,0,1,0,0,0,0,0
27.1-550,169,1,0,0,0,1,0,0,0,0,0
27.1-335,37,2,0,0,0,2,0,0,0,0,0
27.1-100,153,2,0,0,0,2,0,0,0,0,0
27.1-1,680,7,42.86,0,3,4,0,0,0,0,0
27-98/VSFP901.6,31,1,0,0,0,1,0,0,0,0,0
27-98,31,3,0,0,0,3,0,0,0,0,0
27-97/NFPA 17A,630,8,0,0,0,8,0,0,0,0,0
27-97/NFPA 17,630,1,0,0,0,1,0,0,0,0,0
