CodeSection,fips,total,black_percent,hispanic_percent,Black (Non-Hispanic),White (Non-Hispanic),Hispanic,American Indian or Alaskan Native,Asian or Pacific Islander,MISSING,Other
4VAC20123030(C),131,1,0,0,0,1,0,0,0,0,0
4VAC20123030,131,5,0,0,0,5,0,0,0,0,0
4VAC20123010,131,4,0,0,0,4,0,0,0,0,0
4VAC201230,131,1,0,0,0,1,0,0,0,0,0
4VAC20110020,193,2,0,0,0,2,0,0,0,0,0
4VAC20109010,131,1,0,0,0,1,0,0,0,0,0
4VAC201090,1,1,0,0,0,1,0,0,0,0,0
4VAC201-1240-30,1,1,100,0,1,0,0,0,0,0,0
4VAC2002050C,1,1,0,0,0,1,0,0,0,0,0
4VAC20=1250-30,73,1,0,0,0,1,0,0,0,0,0
4VAC20.720.90,93,1,0,0,0,1,0,0,0,0,0
4VAC20.720-40,1,1,0,0,0,1,0,0,0,0,0
4VAC20.620-50,131,1,0,0,0,1,0,0,0,0,0
4VAC20.60.20(A),701,1,0,0,0,0,0,0,0,0,1
4VAC20.60-20,550,1,0,0,0,1,0,0,0,0,0
4VAC20.430-45,73,1,0,0,0,1,0,0,0,0,0
4VAC20.320.60,810,1,100,0,1,0,0,0,0,0,0
4VAC20.290.30,93,1,0,0,0,1,0,0,0,0,0
4VAC20.280-30,740,1,100,0,1,0,0,0,0,0,0
4VAC20.270.55,1,1,0,0,0,1,0,0,0,0,0
4VAC20.260.40,93,1,0,0,0,1,0,0,0,0,0
4VAC20.260-40,103,1,100,0,1,0,0,0,0,0,0
4VAC20.1260-30,179,1,0,0,0,1,0,0,0,0,0
4VAC20.1240.30,1,1,0,0,0,1,0,0,0,0,0
4VAC20.1240-30,131,2,0,0,0,2,0,0,0,0,0
4VAC20.1090-40,179,1,0,0,0,1,0,0,0,0,0
4VAC20-G20-10,810,1,0,0,0,1,0,0,0,0,0
4VAC20-99S-30,199,1,0,0,0,1,0,0,0,0,0
4VAC20-970.30,810,1,0,0,0,1,0,0,0,0,0
4VAC20-960-50A,810,1,0,0,0,0,0,0,1,0,0
4VAC20-960-45,810,1,100,0,1,0,0,0,0,0,0
4VAC20-960-30,810,4,0,25,0,2,1,0,1,0,0
4VAC20-960-10,810,1,0,0,0,0,0,0,1,0,0
4VAC20-95030C,119,1,0,0,0,1,0,0,0,0,0
4VAC20-950.30,701,3,66.67,0,2,1,0,0,0,0,0
4VAC20-950-45F,810,1,0,0,0,1,0,0,0,0,0
4VAC20-950-45C,710,4,50,0,2,2,0,0,0,0,0
4VAC20-950-45.E,810,1,0,0,0,1,0,0,0,0,0
4VAC20-950-45,810,7,14.29,0,1,5,0,0,0,0,1
4VAC20-950-30C,131,6,33.33,16.67,2,3,1,0,0,0,0
4VAC20-950-30B,1,10,40,0,4,6,0,0,0,0,0
4VAC20-950-30,199,81,41.98,16.05,34,15,13,0,3,0,16
4VAC20-950-3,199,1,0,0,0,0,0,0,0,0,1
4VAC20-950-10,199,4,50,0,2,1,0,0,1,0,0
4VAC20-950,131,7,14.29,0,1,2,0,0,0,1,3
4VAC20-920-40A,650,1,0,0,0,1,0,0,0,0,0
4VAC20-920-40,1,1,0,0,0,1,0,0,0,0,0
4VAC20-920-30A,650,1,0,0,0,1,0,0,0,0,0
4VAC20-920-30,1,4,0,0,0,4,0,0,0,0,0
4VAC20-910-30B,131,1,0,0,0,1,0,0,0,0,0
4VAC20-910-30,199,13,53.85,30.77,7,2,4,0,0,0,0
4VAC20-910-10,199,1,100,0,1,0,0,0,0,0,0
4VAC20-900.35,1,1,0,0,0,1,0,0,0,0,0
4VAC20-900-35,1,2,0,0,0,2,0,0,0,0,0
4VAC20-900-30,1,1,0,0,0,1,0,0,0,0,0
4VAC20-900-25,1,4,0,0,0,4,0,0,0,0,0
4VAC20-890.30,740,1,0,0,0,0,0,0,1,0,0
4VAC20-890-45,131,1,0,0,0,1,0,0,0,0,0
4VAC20-890-40,73,2,0,0,0,2,0,0,0,0,0
4VAC20-890-30(A,711,1,0,0,0,0,0,0,1,0,0
4VAC20-890-30,131,17,5.88,0,1,15,0,0,1,0,0
4VAC20-890-25,1,3,0,0,0,3,0,0,0,0,0
4VAC20-880-30D,199,3,0,0,0,3,0,0,0,0,0
4VAC20-880-30,103,3,0,0,0,3,0,0,0,0,0
4VAC20-870-30A,1,2,0,0,0,2,0,0,0,0,0
4VAC20-80-30,199,2,0,0,0,2,0,0,0,0,0
4VAC20-755-30,131,6,0,0,0,5,0,0,0,1,0
4VAC20-755-20,131,2,0,0,0,2,0,0,0,0,0
4VAC20-755-10,131,8,0,0,0,8,0,0,0,0,0
4VAC20-754,1,1,0,0,0,1,0,0,0,0,0
4VAC20-752.30,1,1,0,0,0,1,0,0,0,0,0
4VAC20-752.3,1,1,0,0,0,1,0,0,0,0,0
4VAC20-752.10,1,2,0,0,0,2,0,0,0,0,0
4VAC20-752-30A,131,1,0,0,0,1,0,0,0,0,0
4VAC20-752-30 D,711,1,0,0,0,1,0,0,0,0,0
4VAC20-752-30,1,12,0,0,0,12,0,0,0,0,0
4VAC20-752-10,1,4,0,0,0,4,0,0,0,0,0
4VAC20-740-20,810,1,0,0,0,1,0,0,0,0,0
4VAC20-720.60,73,4,0,0,0,4,0,0,0,0,0
4VAC20-720-95,119,2,0,0,0,2,0,0,0,0,0
4VAC20-720-90,701,3,0,0,0,3,0,0,0,0,0
4VAC20-720-80A,1,5,20,0,1,4,0,0,0,0,0
4VAC20-720-80(A,701,2,0,0,0,2,0,0,0,0,0
4VAC20-720-80,119,74,1.35,0,1,73,0,0,0,0,0
4VAC20-720-75E,1,1,0,0,0,1,0,0,0,0,0
4VAC20-720-75B,1,3,0,0,0,3,0,0,0,0,0
4VAC20-720-75,1,20,0,0,0,20,0,0,0,0,0
4VAC20-720-70,1,2,0,0,0,2,0,0,0,0,0
4VAC20-720-60B,1,1,100,0,1,0,0,0,0,0,0
4VAC20-720-60A,1,2,0,0,0,2,0,0,0,0,0
4VAC20-720-60.B,1,1,0,0,0,1,0,0,0,0,0
4VAC20-720-60,199,35,0,0,0,35,0,0,0,0,0
4VAC20-720-50,73,9,0,22.22,0,7,2,0,0,0,0
4VAC20-720-40B,199,1,0,0,0,1,0,0,0,0,0
4VAC20-720-40A,73,4,0,0,0,4,0,0,0,0,0
4VAC20-720-40,199,56,0,7.14,0,43,4,0,2,1,6
4VAC20-720-35,1,1,0,0,0,1,0,0,0,0,0
4VAC20-720-30,199,1,0,0,0,1,0,0,0,0,0
4VAC20-720-25,1,1,0,0,0,1,0,0,0,0,0
4VAC20-720-100C,701,2,0,0,0,2,0,0,0,0,0
4VAC20-720-10,1,1,0,0,0,1,0,0,0,0,0
4VAC20-720,800,3,0,0,0,2,0,0,0,1,0
4VAC20-702-40,700,1,0,0,0,1,0,0,0,0,0
4VAC20-70020,73,1,0,0,0,1,0,0,0,0,0
4VAC20-700.20.B,1,1,0,0,0,1,0,0,0,0,0
4VAC20-700-2B,131,1,0,0,0,1,0,0,0,0,0
4VAC20-700-26A,1,1,0,0,0,1,0,0,0,0,0
4VAC20-700-25,115,2,0,0,0,2,0,0,0,0,0
4VAC20-700-20B,131,13,0,0,0,12,0,0,0,1,0
4VAC20-700-20A,131,1,0,0,0,1,0,0,0,0,0
4VAC20-700-20.A,1,1,0,0,0,1,0,0,0,0,0
4VAC20-700-20,1,59,1.69,0,1,58,0,0,0,0,0
4VAC20-700-10,131,1,0,0,0,1,0,0,0,0,0
4VAC20-70-120,131,1,0,0,0,1,0,0,0,0,0
4VAC20-7.20-70,701,1,0,0,0,1,0,0,0,0,0
4VAC20-7-52-30,810,1,0,0,0,1,0,0,0,0,0
4VAC20-670.20,810,1,0,0,0,0,0,0,1,0,0
4VAC20-670-50B,1,1,0,0,0,1,0,0,0,0,0
4VAC20-670-50,1,1,0,0,0,1,0,0,0,0,0
4VAC20-670-40A,711,4,0,0,0,4,0,0,0,0,0
4VAC20-670-40,119,7,0,0,0,7,0,0,0,0,0
4VAC20-670-30I,1,1,0,0,0,1,0,0,0,0,0
4VAC20-670-30E,810,2,100,0,2,0,0,0,0,0,0
4VAC20-670-30B,710,1,0,0,0,1,0,0,0,0,0
4VAC20-670-30A,711,4,0,0,0,4,0,0,0,0,0
4VAC20-670-30(C,710,1,0,0,0,0,0,0,1,0,0
4VAC20-670-30(A,710,1,0,0,0,0,0,0,1,0,0
4VAC20-670-30 B,73,1,0,0,0,0,0,0,0,0,1
4VAC20-670-30,133,21,38.1,0,8,10,0,0,2,0,1
4VAC20-670-20(A,710,3,0,0,0,0,0,0,3,0,0
4VAC20-670-20,119,10,10,0,1,5,0,0,4,0,0
4VAC20-670-10,119,1,0,0,0,1,0,0,0,0,0
4VAC20-650-30A,701,15,0,0,0,15,0,0,0,0,0
4VAC20-650-30,119,13,0,0,0,13,0,0,0,0,0
4VAC20-62050B,1,1,0,0,0,1,0,0,0,0,0
4VAC20-620.50,701,1,0,100,0,0,1,0,0,0,0
4VAC20-620-60,650,1,0,0,0,1,0,0,0,0,0
4VAC20-620-50D,119,4,25,50,1,0,2,0,1,0,0
4VAC20-620-50C,1,18,0,5.56,0,16,1,0,0,1,0
4VAC20-620-50B,810,15,0,0,0,12,0,0,3,0,0
4VAC20-620-50A,650,1,0,0,0,1,0,0,0,0,0
4VAC20-620-506,1,1,0,0,0,1,0,0,0,0,0
4VAC20-620-503,701,1,100,0,1,0,0,0,0,0,0
4VAC20-620-500,119,1,100,0,1,0,0,0,0,0,0
4VAC20-620-50(B,810,5,20,0,1,2,0,0,2,0,0
4VAC20-620-50-B,1,1,0,0,0,1,0,0,0,0,0
4VAC20-620-50,810,110,25.45,14.55,28,53,16,0,6,0,7
4VAC20-620-40J,650,1,0,0,0,1,0,0,0,0,0
4VAC20-620-40A,650,1,0,0,0,1,0,0,0,0,0
4VAC20-620-40,1,2,0,0,0,2,0,0,0,0,0
4VAC20-620-30,711,1,0,0,0,1,0,0,0,0,0
4VAC20-620-20B,1,1,0,0,0,1,0,0,0,0,0
4VAC20-620-20,800,1,0,0,0,1,0,0,0,0,0
4VAC20-620-1011,1,1,0,0,0,1,0,0,0,0,0
4VAC20-620-10,810,5,20,0,1,1,0,0,3,0,0
4VAC20-620,1,2,0,0,0,2,0,0,0,0,0
4VAC20-610-70,650,1,0,0,0,1,0,0,0,0,0
4VAC20-610-60F,701,1,0,0,0,1,0,0,0,0,0
4VAC20-610-60,119,89,0,0,0,87,0,0,0,0,2
4VAC20-610-30B8,119,1,0,0,0,1,0,0,0,0,0
4VAC20-610-30B3,800,2,0,0,0,2,0,0,0,0,0
4VAC20-610-30B,131,1,0,0,0,1,0,0,0,0,0
4VAC20-610-30,73,8,12.5,0,1,6,0,0,1,0,0
4VAC20-610-25C,131,3,0,0,0,3,0,0,0,0,0
4VAC20-610-25,131,11,0,0,0,11,0,0,0,0,0
4VAC20-610-10B,199,1,0,0,0,1,0,0,0,0,0
4VAC20-610-10 6,119,1,0,0,0,1,0,0,0,0,0
4VAC20-610-10,131,3,0,0,0,3,0,0,0,0,0
4VAC20-60-20A,199,2,0,0,0,2,0,0,0,0,0
4VAC20-60-20(A),810,1,0,0,0,1,0,0,0,0,0
4VAC20-60-20,810,7,0,0,0,5,0,0,2,0,0
4VAC20-580(A),650,1,100,0,1,0,0,0,0,0,0
4VAC20-580-20CB,1,1,0,0,0,1,0,0,0,0,0
4VAC20-580-20B,1,3,0,0,0,3,0,0,0,0,0
4VAC20-580-20.8,810,1,0,0,0,1,0,0,0,0,0
4VAC20-580-20,131,17,5.88,0,1,15,0,0,1,0,0
4VAC20-580-10B,1,1,0,0,0,1,0,0,0,0,0
4VAC20-580-10,1,12,8.33,0,1,11,0,0,0,0,0
4VAC20-580,1,1,0,0,0,1,0,0,0,0,0
4VAC20-566-40,701,1,0,0,0,1,0,0,0,0,0
4VAC20-550-20,73,4,0,0,0,4,0,0,0,0,0
4VAC20-540-40,73,4,0,0,0,3,0,0,0,1,0
4VAC20-540-30,710,2,50,0,1,0,0,0,0,0,1
4VAC20-530-30,101,2,0,50,0,1,1,0,0,0,0
4VAC20-510.20,810,2,0,0,0,2,0,0,0,0,0
4VAC20-510-30C,810,2,0,0,0,2,0,0,0,0,0
4VAC20-510-30,810,5,0,0,0,5,0,0,0,0,0
4VAC20-510-20B,810,3,0,0,0,3,0,0,0,0,0
4VAC20-510-20,810,4,25,0,1,3,0,0,0,0,0
4VAC20-510-15B,650,1,0,0,0,1,0,0,0,0,0
4VAC20-510-15A,131,1,0,0,0,1,0,0,0,0,0
4VAC20-510-15,810,10,0,0,0,10,0,0,0,0,0
4VAC20-510-10,199,4,0,0,0,4,0,0,0,0,0
4VAC20-510,650,1,0,0,0,1,0,0,0,0,0
4VAC20-500-50,73,1,0,0,0,1,0,0,0,0,0
4VAC20-50-45,199,1,0,0,0,0,0,0,0,0,1
4VAC20-50-15,810,1,0,0,0,1,0,0,0,0,0
4VAC20-490.50,650,1,0,0,0,0,0,0,1,0,0
4VAC20-490.41,650,1,0,0,0,0,0,0,1,0,0
4VAC20-490-44A,199,1,0,0,0,1,0,0,0,0,0
4VAC20-490-42D,199,1,0,0,0,1,0,0,0,0,0
4VAC20-490-42,1,1,0,0,0,1,0,0,0,0,0
4VAC20-490-40E,711,1,0,0,0,0,0,0,0,0,1
4VAC20-490-40D,73,2,50,0,1,1,0,0,0,0,0
4VAC20-490-40C,115,1,0,0,0,1,0,0,0,0,0
4VAC20-490-405C,115,1,0,0,0,1,0,0,0,0,0
4VAC20-490-400,810,1,0,100,0,0,1,0,0,0,0
4VAC20-490-40.D,711,1,0,0,0,0,0,0,0,0,1
4VAC20-490-40-C,73,1,0,0,0,1,0,0,0,0,0
4VAC20-490-40,199,42,28.57,7.14,12,23,3,0,1,0,3
4VAC20-490-20,119,6,0,16.67,0,5,1,0,0,0,0
4VAC20-490-10,115,5,20,40,1,2,2,0,0,0,0
4VAC20-490,131,1,0,0,0,1,0,0,0,0,0
4VAC20-470-30,650,4,0,0,0,2,0,0,1,0,1
4VAC20-460-30,810,1,0,0,0,1,0,0,0,0,0
4VAC20-450-20,73,2,50,50,1,0,1,0,0,0,0
4VAC20-430-65,73,1,0,0,0,1,0,0,0,0,0
4VAC20-430-55,73,2,0,0,0,2,0,0,0,0,0
4VAC20-430-30,133,13,61.54,0,8,5,0,0,0,0,0
4VAC20-430-20,73,13,7.69,0,1,10,0,0,2,0,0
4VAC20-430-15,1,1,0,0,0,1,0,0,0,0,0
4VAC20-420-90,93,1,0,0,0,1,0,0,0,0,0
4VAC20-40,701,1,0,0,0,1,0,0,0,0,0
4VAC20-388-60,650,1,100,0,1,0,0,0,0,0,0
4VAC20-380.60,710,1,100,0,1,0,0,0,0,0,0
4VAC20-380-60B,119,3,66.67,0,2,1,0,0,0,0,0
4VAC20-380-60A,650,24,45.83,20.83,11,7,5,0,0,0,1
4VAC20-380-60,199,131,45.04,12.98,59,34,17,0,10,1,10
4VAC20-380-50,650,2,0,0,0,2,0,0,0,0,0
4VAC20-380-30A,711,1,100,0,1,0,0,0,0,0,0
4VAC20-380-30,73,5,40,20,2,1,1,0,0,0,1
4VAC20-380-20,650,1,0,0,0,1,0,0,0,0,0
4VAC20-380-10,650,4,25,0,1,3,0,0,0,0,0
4VAC20-380,131,2,0,0,0,1,0,0,1,0,0
4VAC20-37020,701,1,100,0,1,0,0,0,0,0,0
4VAC20-370-20D,131,4,0,0,0,4,0,0,0,0,0
4VAC20-370-20,1,22,13.64,4.55,3,12,1,0,5,0,1
4VAC20-370-10,810,8,12.5,12.5,1,2,1,0,3,1,0
4VAC20-355-30,119,1,0,0,0,1,0,0,0,0,0
4VAC20-335-30C,133,2,0,0,0,2,0,0,0,0,0
4VAC20-335-30,133,1,0,0,0,1,0,0,0,0,0
4VAC20-335-10 C,133,1,0,0,0,1,0,0,0,0,0
4VAC20-330-20,131,1,100,0,1,0,0,0,0,0,0
4VAC20-329059,73,1,100,0,1,0,0,0,0,0,0
4VAC20-320-70A,650,1,0,0,0,1,0,0,0,0,0
4VAC20-320-70,199,5,0,0,0,1,0,0,2,0,2
4VAC20-320-60A,119,9,22.22,55.56,2,2,5,0,0,0,0
4VAC20-320-60,199,89,32.58,25.84,29,14,23,0,11,0,12
4VAC20-320-50,131,1,0,0,0,1,0,0,0,0,0
4VAC20-320-40,199,16,25,18.75,4,3,3,0,3,0,3
4VAC20-320-10,810,5,60,0,3,1,0,0,1,0,0
4VAC20-300-20,73,2,0,0,0,2,0,0,0,0,0
4VAC20-290-30,199,1,100,0,1,0,0,0,0,0,0
4VAC20-290-10,1,1,0,0,0,1,0,0,0,0,0
4VAC20-290,93,1,0,0,0,1,0,0,0,0,0
4VAC20-280(C),710,1,0,0,0,1,0,0,0,0,0
4VAC20-280-40D,550,1,0,0,0,0,0,0,1,0,0
4VAC20-280-40C,650,1,100,0,1,0,0,0,0,0,0
4VAC20-280-40,115,23,30.43,13.04,7,7,3,0,4,0,2
4VAC20-280-3D,101,1,100,0,1,0,0,0,0,0,0
4VAC20-280-30D,550,2,0,0,0,1,0,0,1,0,0
4VAC20-280-30C,650,28,42.86,7.14,12,14,2,0,0,0,0
4VAC20-280-30B,119,8,37.5,37.5,3,2,3,0,0,0,0
4VAC20-280-30A,199,17,35.29,0,6,10,0,0,1,0,0
4VAC20-280-30.A,800,1,0,0,0,1,0,0,0,0,0
4VAC20-280-30,199,343,41.11,21.28,141,86,73,0,19,0,24
4VAC20-280-20,650,2,100,0,2,0,0,0,0,0,0
4VAC20-280-10C,131,1,0,0,0,0,0,0,0,1,0
4VAC20-280-10,199,16,50,12.5,8,4,2,0,1,0,1
4VAC20-280,131,2,0,0,0,2,0,0,0,0,0
4VAC20-28.2-201,131,3,0,0,0,3,0,0,0,0,0
4VAC20-28-40,73,1,100,0,1,0,0,0,0,0,0
4VAC20-270-55,1,6,33.33,16.67,2,2,1,0,0,0,1
4VAC20-270-51,73,7,0,0,0,6,0,0,0,0,1
4VAC20-270-50C,810,1,0,0,0,1,0,0,0,0,0
4VAC20-270-50,73,8,0,0,0,8,0,0,0,0,0
4VAC20-270-40C,199,5,20,0,1,4,0,0,0,0,0
4VAC20-270-40-C,73,1,0,0,0,1,0,0,0,0,0
4VAC20-270-40,810,12,0,0,0,12,0,0,0,0,0
4VAC20-270-30A,1,5,0,0,0,5,0,0,0,0,0
4VAC20-270-30,1,11,0,0,0,11,0,0,0,0,0
4VAC20-270-20,199,8,0,0,0,8,0,0,0,0,0
4VAC20-27-55,1,2,0,50,0,1,1,0,0,0,0
4VAC20-266.40,701,1,0,0,0,1,0,0,0,0,0
4VAC20-266-40,701,1,0,0,0,1,0,0,0,0,0
4VAC20-260.46,73,1,0,0,0,1,0,0,0,0,0
4VAC20-260.40,73,5,0,0,0,5,0,0,0,0,0
4VAC20-260-50,73,20,0,0,0,20,0,0,0,0,0
4VAC20-260-41,103,1,0,0,0,1,0,0,0,0,0
4VAC20-260-40A,1,8,0,0,0,8,0,0,0,0,0
4VAC20-260-40.A,73,1,0,0,0,1,0,0,0,0,0
4VAC20-260-40,93,68,1.47,0,1,67,0,0,0,0,0
4VAC20-260-4,701,1,0,0,0,1,0,0,0,0,0
4VAC20-260-30,73,16,0,0,0,16,0,0,0,0,0
4VAC20-260-10,650,6,83.33,0,5,1,0,0,0,0,0
4VAC20-260,93,1,0,0,0,1,0,0,0,0,0
4VAC20-26-50,1,1,0,0,0,1,0,0,0,0,0
4VAC20-252.90,701,1,0,0,0,1,0,0,0,0,0
4VAC20-252.80,87,1,0,0,0,1,0,0,0,0,0
4VAC20-252.50,73,2,50,0,1,1,0,0,0,0,0
4VAC20-252-90E,119,1,0,0,0,1,0,0,0,0,0
4VAC20-252-90C,1,2,0,0,0,2,0,0,0,0,0
4VAC20-252-90A,131,1,0,0,0,1,0,0,0,0,0
4VAC20-252-90,199,27,33.33,14.81,9,11,4,0,1,0,2
4VAC20-252-80E,119,1,0,100,0,0,1,0,0,0,0
4VAC20-252-80C,701,1,0,0,0,1,0,0,0,0,0
4VAC20-252-80A,810,2,50,0,1,1,0,0,0,0,0
4VAC20-252-80(C,115,1,0,0,0,1,0,0,0,0,0
4VAC20-252-80,199,9,44.44,22.22,4,2,2,0,0,0,1
4VAC20-252-60,550,7,42.86,14.29,3,2,1,0,0,0,1
4VAC20-252-50E,193,2,0,50,0,1,1,0,0,0,0
4VAC20-252-50C,199,1,0,0,0,1,0,0,0,0,0
4VAC20-252-50B,101,5,20,60,1,0,3,0,0,0,1
4VAC20-252-50(C,115,1,0,0,0,1,0,0,0,0,0
4VAC20-252-50,199,62,29.03,27.42,18,24,17,0,0,0,3
4VAC20-252-40,711,1,0,0,0,0,0,0,0,0,1
4VAC20-252-30C,1,3,33.33,0,1,2,0,0,0,0,0
4VAC20-252-30B,199,2,0,50,0,0,1,0,1,0,0
4VAC20-252-30A,115,6,16.67,0,1,5,0,0,0,0,0
4VAC20-252-306,127,1,0,0,0,1,0,0,0,0,0
4VAC20-252-30(F,115,1,0,0,0,1,0,0,0,0,0
4VAC20-252-30-B,119,1,0,100,0,0,1,0,0,0,0
4VAC20-252-30 B,36,1,100,0,1,0,0,0,0,0,0
4VAC20-252-30 A,97,1,100,0,1,0,0,0,0,0,0
4VAC20-252-30,510,30,26.67,20,8,15,6,0,1,0,0
4VAC20-252-260,119,1,0,100,0,0,1,0,0,0,0
4VAC20-252-20,179,1,100,0,1,0,0,0,0,0,0
4VAC20-252-160L,119,1,0,0,0,1,0,0,0,0,0
4VAC20-252-160I,133,3,0,0,0,3,0,0,0,0,0
4VAC20-252-160H,800,1,0,0,0,1,0,0,0,0,0
4VAC20-252-1601,701,1,0,0,0,0,0,0,1,0,0
4VAC20-252-160,93,12,16.67,0,2,9,0,0,1,0,0
4VAC20-252-150,93,1,100,0,1,0,0,0,0,0,0
4VAC20-252-140,199,10,40,10,4,4,1,0,0,0,1
4VAC20-252-130E,701,1,0,0,0,0,0,0,1,0,0
4VAC20-252-130C,1,1,0,0,0,1,0,0,0,0,0
4VAC20-252-130,711,7,14.29,0,1,2,0,0,4,0,0
4VAC20-252-120D,133,2,0,0,0,2,0,0,0,0,0
4VAC20-252-120,711,13,0,7.69,0,7,1,0,5,0,0
4VAC20-252-110C,810,1,0,0,0,1,0,0,0,0,0
4VAC20-252-110,810,2,0,0,0,0,0,0,2,0,0
4VAC20-252-10,131,6,16.67,16.67,1,4,1,0,0,0,0
4VAC20-252,57,5,0,40,0,3,2,0,0,0,0
4VAC20-230-80,115,1,100,0,1,0,0,0,0,0,0
4VAC20-220-20(C,710,1,0,0,0,0,0,0,1,0,0
4VAC20-200-40,131,11,0,0,0,11,0,0,0,0,0
4VAC20-200-4-,131,1,0,0,0,1,0,0,0,0,0
4VAC20-200-30,193,2,100,0,2,0,0,0,0,0,0
4VAC20-20-90,701,1,0,0,0,1,0,0,0,0,0
4VAC20-20-60,119,1,100,0,1,0,0,0,0,0,0
4VAC20-20-30,711,1,0,0,0,0,0,0,0,0,1
4VAC20-20,131,1,0,0,0,1,0,0,0,0,0
4VAC20-170-30B,57,1,0,0,0,1,0,0,0,0,0
4VAC20-170-30,73,1,0,0,0,1,0,0,0,0,0
4VAC20-1610-60,701,9,0,0,0,9,0,0,0,0,0
4VAC20-160-40,701,1,0,0,0,1,0,0,0,0,0
4VAC20-150-60,131,1,0,0,0,1,0,0,0,0,0
4VAC20-1420-30A,177,1,0,100,0,0,1,0,0,0,0
4VAC20-140-30,1,1,0,0,0,1,0,0,0,0,0
4VAC20-140-25C,1,4,0,0,0,4,0,0,0,0,0
4VAC20-140-25B,119,1,0,0,0,1,0,0,0,0,0
4VAC20-140-25A,97,2,0,0,0,2,0,0,0,0,0
4VAC20-140-25(C,115,1,0,0,0,1,0,0,0,0,0
4VAC20-140-25(A,97,1,0,0,0,1,0,0,0,0,0
4VAC20-140-25,1,22,0,0,0,21,0,0,1,0,0
4VAC20-140-20,199,1,0,0,0,1,0,0,0,0,0
4VAC20-1380-30,700,1,0,0,0,1,0,0,0,0,0
4VAC20-1290-30,131,1,0,0,0,1,0,0,0,0,0
4VAC20-1290-20,193,1,0,0,0,1,0,0,0,0,0
4VAC20-1290-10,131,2,0,0,0,0,0,0,2,0,0
4VAC20-1280-30,73,18,0,0,0,17,0,0,0,0,1
4VAC20-128-30,93,2,0,0,0,2,0,0,0,0,0
4VAC20-1270,1,1,0,0,0,1,0,0,0,0,0
4VAC20-1260-30,510,6,33.33,33.33,2,1,2,0,1,0,0
4VAC20-12530A,701,1,0,0,0,1,0,0,0,0,0
4VAC20-1250.30,800,2,0,0,0,2,0,0,0,0,0
4VAC20-1250-30,1,41,2.44,0,1,40,0,0,0,0,0
4VAC20-1250-20,1,1,0,100,0,0,1,0,0,0,0
4VAC20-1250-10,1,4,0,0,0,4,0,0,0,0,0
4VAC20-1240-40,1,1,0,0,0,1,0,0,0,0,0
4VAC20-1240-30D,1,6,0,0,0,6,0,0,0,0,0
4VAC20-1240-30B,810,1,0,0,0,1,0,0,0,0,0
4VAC20-1240-30A,177,1,0,100,0,0,1,0,0,0,0
4VAC20-1240-30,131,124,20.16,0.81,25,90,1,0,4,0,4
4VAC20-1240-10,810,25,28,4,7,11,1,0,3,2,1
4VAC20-1240,1,26,7.69,0,2,23,0,0,0,0,1
4VAC20-124-10,1,1,0,0,0,1,0,0,0,0,0
4VAC20-1230(D),131,1,0,0,0,1,0,0,0,0,0
4VAC20-1230-40,115,2,0,50,0,1,1,0,0,0,0
4VAC20-1230-35,73,3,0,0,0,3,0,0,0,0,0
4VAC20-1230-31D,199,1,0,0,0,1,0,0,0,0,0
4VAC20-1230-31,701,6,0,0,0,6,0,0,0,0,0
4VAC20-1230-30H,810,2,0,0,0,2,0,0,0,0,0
4VAC20-1230-30-,701,2,0,0,0,2,0,0,0,0,0
4VAC20-1230-30,701,8,0,0,0,8,0,0,0,0,0
4VAC20-1230-3,810,1,0,0,0,1,0,0,0,0,0
4VAC20-1230-10,93,4,0,0,0,4,0,0,0,0,0
4VAC20-1220.30,810,2,0,0,0,2,0,0,0,0,0
4VAC20-1220-30,810,4,0,0,0,3,0,0,1,0,0
4VAC20-1210-20B,810,3,0,0,0,3,0,0,0,0,0
4VAC20-1120-31,810,1,0,0,0,1,0,0,0,0,0
4VAC20-1120-30A,810,1,100,0,1,0,0,0,0,0,0
4VAC20-1120-30,810,3,33.33,0,1,2,0,0,0,0,0
4VAC20-1110-30,810,2,0,50,0,1,1,0,0,0,0
4VAC20-1110-20,810,1,0,0,0,0,0,0,1,0,0
4VAC20-1110-10,810,1,0,0,0,0,0,0,1,0,0
4VAC20-1100.20,93,1,0,0,0,1,0,0,0,0,0
4VAC20-1100-20A,701,1,0,0,0,1,0,0,0,0,0
4VAC20-1100-20,93,9,0,0,0,9,0,0,0,0,0
4VAC20-110-20,810,1,0,0,0,0,0,0,1,0,0
4VAC20-1090-40,700,5,0,0,0,5,0,0,0,0,0
4VAC20-1090-30,193,4,0,0,0,4,0,0,0,0,0
4VAC20-1090-10,650,1,0,0,0,1,0,0,0,0,0
4VAC20-1065-30,199,1,0,0,0,1,0,0,0,0,0
4VAC20-059-30,710,1,100,0,1,0,0,0,0,0,0
4VAC20 950-30,740,1,100,0,1,0,0,0,0,0,0
4VAC20 890-30,810,1,0,0,0,1,0,0,0,0,0
4VAC20 890 30,1,1,0,0,0,1,0,0,0,0,0
4VAC20 620 50,810,1,100,0,1,0,0,0,0,0,0
4VAC20 430 20,650,1,0,0,0,1,0,0,0,0,0
4VAC20 380-60,710,1,100,0,1,0,0,0,0,0,0
4VAC20 1240 30,1,1,0,0,0,1,0,0,0,0,0
4VAC20 109030,1,1,0,0,0,1,0,0,0,0,0
4VAC20 -700-20,73,2,0,0,0,2,0,0,0,0,0
